"id","name","agency","genres","image_url","popularity","songkick_id","spotify_url","spotify_id","spotify_followers"
235,"Trentemøller","WME","danish electro-pop, electronic, microhouse, minimal techno, trip hop","https://i.scdn.co/image/944c34cd632a67139c3205c3281ed8935b6fb3ab",54,218998,"https://open.spotify.com/artist/4O71i7ke5iIBX6RNSFoZbS","4O71i7ke5iIBX6RNSFoZbS",213558
236,"Underworld","WME","acid house, big beat, electronic, trip hop","https://i.scdn.co/image/be59a52eaa8f103ccb684a7471cacf56bc6db6c8",58,462490,"https://open.spotify.com/artist/1PXHzxRDiLnjqNrRn2Xbsa","1PXHzxRDiLnjqNrRn2Xbsa",226930
237,"Tiga","WME","alternative dance, dance-punk, electroclash, filter house, new rave, tech house","https://i.scdn.co/image/16411908b261c67ceeefb78681b09caaeb8de931",51,242571,"https://open.spotify.com/artist/5l9wiTZVfqQTfMDOt0HtwC","5l9wiTZVfqQTfMDOt0HtwC",62888
238,"Trippy Turtle","WME","escape room","https://i.scdn.co/image/aa34928f8c452e27539b8cc7e06ac1854a02c9a8",26,7454274,"https://open.spotify.com/artist/0J8GXvnNqXWaDikoYCbDlt","0J8GXvnNqXWaDikoYCbDlt",10497
239,"Virtual Self","WME","brostep, edm, electro house, electronic trap","https://i.scdn.co/image/8ece4806e0f6dd106664bb2a0ffbbc838a4c66c8",53,9308489,"https://open.spotify.com/artist/0F52YLV7uWqaJfMMDgG737","0F52YLV7uWqaJfMMDgG737",41892
240,"Willaris. K","WME","aussietronica, deep australian indie","https://i.scdn.co/image/60cfda92b1a297dfa3cd4dd611fa06d7f6450d22",39,9092624,"https://open.spotify.com/artist/6ZHeg2Op5ZkNppXbNLSglj","6ZHeg2Op5ZkNppXbNLSglj",5701
241,"Yotto","WME","edm, finnish edm, progressive house, tropical house","https://i.scdn.co/image/49eba4e23984d050628ce80e4f360be0c4719bda",56,8620979,"https://open.spotify.com/artist/5Dyfxq0ZrFjjeFBdSNxDbo","5Dyfxq0ZrFjjeFBdSNxDbo",37495
242,"Zedd","WME","complextro, dance pop, edm, german techno, pop, post-teen pop, tropical house","https://i.scdn.co/image/019b8d30dfda54e54dcb2067f0753aa77310e14d",86,992104,"https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq","2qxJFvFYMEDqd7ui6kSAcq",3467205
243,"ZHU","WME","edm","https://i.scdn.co/image/586bdfea7cabd49379f446295414f8a76b444f80",72,1183857,"https://open.spotify.com/artist/28j8lBWDdDSHSSt5oPlsX2","28j8lBWDdDSHSSt5oPlsX2",384799
244,"Bobby Burns","WME","progressive electro house","https://i.scdn.co/image/ca5b044709cf6016ca14c9fae7c4ccfc77f6d62f",23,947596,"https://open.spotify.com/artist/0FhsW40UydsdpNcKlkJEKC","0FhsW40UydsdpNcKlkJEKC",1558
314,"Alex Winston","CAA","indie poptimism, metropopolis, shimmer pop","https://i.scdn.co/image/0d2078436e294a79311dd976af47b36ead754bd3",38,589891,"https://open.spotify.com/artist/3REwdws53wUuid8AatTTMh","3REwdws53wUuid8AatTTMh",26012
315,"Alle Farben","CAA","deep euro house, tropical house","https://i.scdn.co/image/371dc4c6f7683a4a6c2ae02051c9c85e642ec55f",70,980743,"https://open.spotify.com/artist/61ipISvUVa5LkJlKZnm3Oo","61ipISvUVa5LkJlKZnm3Oo",180462
316,"Anna Of The North","CAA","electropop, indie poptimism, vapor pop, vapor soul","https://i.scdn.co/image/4d6fcb6e3eb99d809ef06fed63df6fa2f3c0a4de",68,8353363,"https://open.spotify.com/artist/1mSJCvDX0W7Dn7S9C6vmvI","1mSJCvDX0W7Dn7S9C6vmvI",65051
317,"Arctic Lake","CAA","chamber pop, indie anthem-folk, indie electro-pop, vapor pop, vapor soul","https://i.scdn.co/image/89675f7d87193054e3c9298fb2609975fc1c5624",47,6882054,"https://open.spotify.com/artist/0IEPb9ily3E5IAYMSkwtQ6","0IEPb9ily3E5IAYMSkwtQ6",11508
318,"Art vs Science","CAA","australian dance, australian hip hop, deep australian indie","https://i.scdn.co/image/3ce93db163026ae479a0d2cc9c4e67ad639e57fb",37,2382484,"https://open.spotify.com/artist/4MlrZKzgi3UuZi2iDKjOar","4MlrZKzgi3UuZi2iDKjOar",23635
319,"Atoms For Peace","CAA","modern alternative rock","https://i.scdn.co/image/9b1ffc6a92b4c3e384b28e636acd6019de3854ca",43,862838,"https://open.spotify.com/artist/7tA9Eeeb68kkiG9Nrvuzmi","7tA9Eeeb68kkiG9Nrvuzmi",85697
320,"Astrid S","CAA","dance pop, edm, electropop, norwegian pop, pop, post-teen pop, tropical house, viral pop","https://i.scdn.co/image/95f96e130894e6a5a55f11828371cc0f61f9ecee",71,8499423,"https://open.spotify.com/artist/3AVfmawzu83sp94QW7CEGm","3AVfmawzu83sp94QW7CEGm",293679
321,"Autograf","CAA","deep tropical house, edm, indian indie, indie poptimism, tropical house, vapor soul, vapor twitch","https://i.scdn.co/image/c076c681862fbd0c8433057dd2371dd605323a75",60,7413259,"https://open.spotify.com/artist/0FVj4JuzTyudaXAwfqDQ20","0FVj4JuzTyudaXAwfqDQ20",58338
322,"Becky Hill","CAA","pop house","https://i.scdn.co/image/529c413bc37be225e9760956f1560404e14ae7ad",71,5518983,"https://open.spotify.com/artist/4EPJlUEBy49EX1wuFOvtjK","4EPJlUEBy49EX1wuFOvtjK",43138
323,"Bailo","CAA","bass trap","https://i.scdn.co/image/1f2e85072e5a69dae4dce837aa36449ee418bd43",40,8873124,"https://open.spotify.com/artist/3oLbNoZxAYO4KsXmx6PjTC","3oLbNoZxAYO4KsXmx6PjTC",7120
324,"Bedouin","CAA","deep melodic euro house","https://i.scdn.co/image/abc36fe9c77ec243fdf292c3eeb72f4e6e666ad0",46,77569,"https://open.spotify.com/artist/5bKdC6382t97Qnpvs81Rqx","5bKdC6382t97Qnpvs81Rqx",23074
325,"Bella Thorne","CAA","post-teen pop","https://i.scdn.co/image/bc703933ce74bc0e847557023d409aa0588cc571",56,5012408,"https://open.spotify.com/artist/58AqJv0sDFPFnnBcLT8eeX","58AqJv0sDFPFnnBcLT8eeX",566468
326,"The Black Eyed Peas","CAA","dance pop, pop, pop rap","https://i.scdn.co/image/8187a0a248d8d17c6fbec79f8fdc2aa87a953369",78,451661,"https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS","1yxSLGMDHlW21z4YXirZDS",2919580
327,"Bloc Party","CAA","alternative dance, alternative rock, dance-punk, garage rock, indie pop, indie rock, indietronica, modern rock, new rave, rock","https://i.scdn.co/image/b072d2cc07280417ab7a05c54faf108364e6b750",64,443396,"https://open.spotify.com/artist/3MM8mtgFzaEJsqbjZBSsHJ","3MM8mtgFzaEJsqbjZBSsHJ",632633
328,"Booka Shade","CAA","electronic, german techno, microhouse, minimal techno, tech house","https://i.scdn.co/image/8c0fbe0fb1c86825adeb18bf0a019a22827c4422",51,295932,"https://open.spotify.com/artist/2CKaDZ1Yo8YnWega9IeUzB","2CKaDZ1Yo8YnWega9IeUzB",113011
329,"Brasstracks","CAA","vapor twitch","https://i.scdn.co/image/98de1cb5a1e903a164b6b7ccc56a2607ed7242c7",53,8608019,"https://open.spotify.com/artist/5sKvgmG84C0bIMWeS2SRPr","5sKvgmG84C0bIMWeS2SRPr",33640
330,"CADE","CAA","edm","https://i.scdn.co/image/d019dcfeddaa2e14603de78246b310b1d63f9044",71,482264,"https://open.spotify.com/artist/0CEK8AzyeD5ZUdUloB6yQV","0CEK8AzyeD5ZUdUloB6yQV",39129
331,"Capital Cities","CAA","alternative dance, metropopolis, modern rock, pop","https://i.scdn.co/image/20ff4095012395a58d4a925bd1b5bb87e6fbf8d9",66,3216791,"https://open.spotify.com/artist/4gwpcMTbLWtBUlOijbVpuu","4gwpcMTbLWtBUlOijbVpuu",582798
332,"Caravan Palace","CAA","electro swing, nu jazz","https://i.scdn.co/image/adc8c619e766119fabd784a257d6376a653d41ea",65,603864,"https://open.spotify.com/artist/37J1PlAkhRK7yrZUtqaUpQ","37J1PlAkhRK7yrZUtqaUpQ",450087
333,"Cheat Codes","CAA","dance pop, edm, pop, post-teen pop, tropical house","https://i.scdn.co/image/0f6720d934d15b156c71ed69acc3c975cd929b04",81,8757834,"https://open.spotify.com/artist/7DMveApC7UnC2NPfPvlHSU","7DMveApC7UnC2NPfPvlHSU",866180
334,"Christine and the Queens","CAA","art pop, metropopolis, shimmer pop","https://i.scdn.co/image/92429222dd1be8f6232c53c23348d705d8d8f30e",69,4183826,"https://open.spotify.com/artist/04vj3iPUiVh5melWr0w3xT","04vj3iPUiVh5melWr0w3xT",298273
335,"Cedric Gervais","CAA","big room, edm, electro house, house, progressive house","https://i.scdn.co/image/58bca86a22cb90719e4a438705e5e9e4312941b0",70,566827,"https://open.spotify.com/artist/4Wjf8diP59VmPG7fi4y724","4Wjf8diP59VmPG7fi4y724",79453
336,"Chromeo","CAA","alternative dance, filter house, indie poptimism, indietronica, new rave, nu disco","https://i.scdn.co/image/d3845b0119f4cb5375847b0b7bf93b43d942077b",62,472397,"https://open.spotify.com/artist/2mV8aJphiSHYJf43DxL7Gt","2mV8aJphiSHYJf43DxL7Gt",245965
337,"Client Liaison","CAA","aussietronica, deep australian indie","https://i.scdn.co/image/864b87712749e78d33f660f69c4e3052423d812b",50,5784109,"https://open.spotify.com/artist/5TjlxSJvfrD5I2PWaEh4jZ","5TjlxSJvfrD5I2PWaEh4jZ",28119
338,"Cosmo's Midnight","CAA","aussietronica, australian dance, deep australian indie, indie dream pop, vapor soul","https://i.scdn.co/image/c02548c910b9a23d427d7d89fd0a4651f5244877",59,6984544,"https://open.spotify.com/artist/4VivsO1n4n2Mi2Btyb5gfL","4VivsO1n4n2Mi2Btyb5gfL",43351
339,"Conway Twitty","CAA","country, country gospel, country rock, cowboy western, nashville sound, outlaw country, traditional country","https://i.scdn.co/image/135e2c7a21b4a1d7606504e89821d41ab47ab2a5",59,603789,"https://open.spotify.com/artist/7gi3jmwpUpNWdswT8eEprF","7gi3jmwpUpNWdswT8eEprF",266397
340,"Crystal Fighters","CAA","alternative dance, indietronica, new rave","https://i.scdn.co/image/7bb96ad6eb41f0de7f62abd79e2aedff25fc31e3",59,2331800,"https://open.spotify.com/artist/75EZuo5MHV2572NRpMWotC","75EZuo5MHV2572NRpMWotC",297410
341,"Daft Punk","CAA","electro, electronic, filter house","https://i.scdn.co/image/1914cb5697a8d1564dba418a27a7551d7243b79c",82,368193,"https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi","4tZwfgrHOc3mvqYlEYSvVi",4718616
342,"DallasK","CAA","complextro, deep big room, electro house","https://i.scdn.co/image/d36281cd502e5f0f2b8b27d40ac11669800a1f25",56,4069041,"https://open.spotify.com/artist/7uas0F5EhsZg6KDJ7yy7rW","7uas0F5EhsZg6KDJ7yy7rW",29726
343,"David Guetta","CAA","dance pop, edm, pop","https://i.scdn.co/image/ce083ade33c047d3f2a72d1cfba3bb2f10e7ecea",91,149066,"https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai","1Cs0zKBU1kc0i8ypK3B9ai",16303361
344,"Deepend","CAA","deep house, deep tropical house, tropical house","https://i.scdn.co/image/38e4a14e35ebe199d189d87e6142003379392458",66,1066259,"https://open.spotify.com/artist/0uGApGjjFXKwUOAqYBeX7B","0uGApGjjFXKwUOAqYBeX7B",13511
345,"Dena Amy","CAA","aussietronica","https://i.scdn.co/image/fa1bb684bab37f7ff14fb195851b3565a0f41705",27,8757759,"https://open.spotify.com/artist/6A1M7uYGABvWsuIPrMaGLM","6A1M7uYGABvWsuIPrMaGLM",3313
346,"Desert Hearts","CAA","northern irish indie","https://i.scdn.co/image/341ea3af15abdfffbea3f384a457035bc34cb488",4,167265,"https://open.spotify.com/artist/7h0PjBmWXxgVosWIokFmYk","7h0PjBmWXxgVosWIokFmYk",580
347,"Detlef","CAA","house, latvian pop","https://i.scdn.co/image/a4898d60de60d85d7d9003cd129a1621c50db36a",44,348777,"https://open.spotify.com/artist/5lZ8HC92jRDlyeq0vSxGeI","5lZ8HC92jRDlyeq0vSxGeI",9963
348,"Digital Farm Animals","CAA","dance pop, house, tropical house","https://i.scdn.co/image/d6db6251f00bd53d780dbbdb1a32d54d1001f1c4",74,5304358,"https://open.spotify.com/artist/5fyDppLDl1juIu1BcUT5zh","5fyDppLDl1juIu1BcUT5zh",27907
349,"Dimitri Vegas & Like Mike","CAA","big room, dance pop, deep big room, dutch hip hop, edm, electro house, progressive electro house, tropical house","https://i.scdn.co/image/eff27d6bad518db27930f3553a87ec8c41cae922",75,744136,"https://open.spotify.com/artist/73jBynjsVtofjRpdpRAJGk","73jBynjsVtofjRpdpRAJGk",1983239
350,"Dr. Fresch","CAA","brostep, electro house, electronic trap","https://i.scdn.co/image/36d9b0d95a0731bc7d851d9ad879f4c26eef0db4",50,7452984,"https://open.spotify.com/artist/1htHgbGwgCWJBfGiQwcRqC","1htHgbGwgCWJBfGiQwcRqC",22505
351,"Elephante","CAA","big room, edm, electropop, indie poptimism, pop, tropical house, tropical pop edm","https://i.scdn.co/image/ce666731f1f55af987e96726d7ef38d35e8107ff",66,4375943,"https://open.spotify.com/artist/3fjs4zbBFxEFFe8Wyojo0G","3fjs4zbBFxEFFe8Wyojo0G",66242
352,"Elderbrook","CAA","aussietronica, tropical house, vapor soul","https://i.scdn.co/image/6b30598f93c4027fdc9145860124127f0280a5c5",67,8456948,"https://open.spotify.com/artist/2vf4pRsEY6LpL5tKmqWb64","2vf4pRsEY6LpL5tKmqWb64",47365
353,"Far East Movement","CAA","dance pop, edm, pop, pop rap","https://i.scdn.co/image/93b2785adf676fad08b852122e6e48753c3d966b",67,556916,"https://open.spotify.com/artist/698hF4vcwHwPy8ltmXermq","698hF4vcwHwPy8ltmXermq",771154
354,"Feder","CAA","tropical house","https://i.scdn.co/image/092e0cd7762f305040a2d5010bea9e61a2d70fc4",59,405383,"https://open.spotify.com/artist/5KnoVkIUGmK0PiDKMjz2LM","5KnoVkIUGmK0PiDKMjz2LM",98110
355,"Flight Facilities","CAA","alternative dance, aussietronica, australian dance, deep australian indie, indietronica, nu disco","https://i.scdn.co/image/c7386aff7f0b441e42f0c5a8339808379aed643e",65,3160066,"https://open.spotify.com/artist/1lc8mnyGrCLtPhCoWjRxjM","1lc8mnyGrCLtPhCoWjRxjM",285099
356,"Fono","CAA","house","https://i.scdn.co/image/141d39463f1634ba4edd4309944ee6d2e08c3116",35,491814,"https://open.spotify.com/artist/1vtVWuhm24XgrbnuBF6CcI","1vtVWuhm24XgrbnuBF6CcI",3107
357,"Francis and the Lights","CAA","electropop","https://i.scdn.co/image/f156b2cd12a265503ff3cbf9f4682a5f74042e28",61,2379743,"https://open.spotify.com/artist/23EA28263XvtIrXuySX6oI","23EA28263XvtIrXuySX6oI",85198
358,"Forest Swords","CAA","ambient, art pop, bass music, chamber psych, chillwave, dark jazz, experimental pop, fluxwork, grave wave, hauntology, indie r&b, indietronica, microhouse, vaporwave, wonky","https://i.scdn.co/image/154fc533b9d28957a884d7f4e411cdc3bd7cc3b9",46,2607341,"https://open.spotify.com/artist/2VarlUiM6Lw0SA7BvwVPRP","2VarlUiM6Lw0SA7BvwVPRP",47352
359,"G Jones","CAA","brostep, electronic trap, vapor twitch","https://i.scdn.co/image/9fa6a81a4d32843a52711d5dce434c25d3a6f3fc",47,1345150,"https://open.spotify.com/artist/0gXx2aQ2mfovDfqCw10MQC","0gXx2aQ2mfovDfqCw10MQC",21729
360,"Galcher Lustwerk","CAA","float house, fluxwork, microhouse, outsider house","https://i.scdn.co/image/2b0d9dc322fde5d65fe24a68a88ba167963e52fc",36,7391574,"https://open.spotify.com/artist/1c7bxvBwJrMuZKwx4EDPHf","1c7bxvBwJrMuZKwx4EDPHf",6672
361,"GRiZ","CAA","edm, electro house","https://i.scdn.co/image/985ae4780b04cc4eed72a4ce7a0d3aac03f13a0a",59,168568,"https://open.spotify.com/artist/25oLRSUjJk4YHNUsQXk7Ut","25oLRSUjJk4YHNUsQXk7Ut",188081
362,"Galimatias","CAA","chillstep, indie r&b, vapor soul, vapor twitch","https://i.scdn.co/image/17f9498b460c31317deb4dcd1ab70ba14baea20d",65,8588684,"https://open.spotify.com/artist/0tOrKkXIn3VYyVHFEPG6Xd","0tOrKkXIn3VYyVHFEPG6Xd",72509
363,"Gesaffelstein","CAA","destroy techno, electro house","https://i.scdn.co/image/6aa408710f66096691cbc4df8ce35c3874a59bef",66,1893369,"https://open.spotify.com/artist/3hteYQFiMFbJY7wS0xDymP","3hteYQFiMFbJY7wS0xDymP",192033
364,"Glass Animals","CAA","gauze pop, indietronica, modern alternative rock, modern rock, shiver pop","https://i.scdn.co/image/59b343dde9c41a80eef70b5c3c7bc93f5c0fc8ed",71,1406962,"https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq","4yvcSjfu4PC0CYQyLy4wSq",798319
365,"GoldLink","CAA","hip hop, indie r&b, pop rap, rap, underground hip hop","https://i.scdn.co/image/5200febf3c2334d7b392efd05ac73f1da05255b6",73,8000418,"https://open.spotify.com/artist/5XenQ7XfcvQdfIbpLEFaKQ","5XenQ7XfcvQdfIbpLEFaKQ",389296
366,"Goldroom","CAA","alternative dance, chillwave, indie poptimism, indietronica, nu disco, shimmer pop, tropical house","https://i.scdn.co/image/177c779b0f500abe7c6802fc49e349ca56284fff",53,1959719,"https://open.spotify.com/artist/4eZebkMFU3xelF8mbZYXyl","4eZebkMFU3xelF8mbZYXyl",74869
367,"Gramatik","CAA","chillhop, downtempo, jazz boom bap, nu jazz, trip hop","https://i.scdn.co/image/6f51ca7506336a25564e32dd9d9465fbe0d6e85d",62,1594652,"https://open.spotify.com/artist/179BpmLkQCRIoU68Co80f5","179BpmLkQCRIoU68Co80f5",441210
368,"Grouplove","CAA","indie pop, indie rock, indietronica, la indie, modern alternative rock, modern rock, rock, stomp and holler","https://i.scdn.co/image/0763ebd8606dc0a33984b7901ebdd9966d79ff24",68,3231926,"https://open.spotify.com/artist/3kVUvbeRdcrqQ3oHk5hPdx","3kVUvbeRdcrqQ3oHk5hPdx",664950
369,"Grandtheft","CAA","bass trap, electronic trap","https://i.scdn.co/image/8e84aee4bf1cb564b03e05c005ef97cacd30750b",50,1487940,"https://open.spotify.com/artist/4R0EwsTKt1LIFcdezmuezM","4R0EwsTKt1LIFcdezmuezM",51040
370,"H.E.R.","CAA","indie r&b, pop, r&b","https://i.scdn.co/image/db35f97fba5e334b8a1a10285e8bc462c8b89f12",79,375523,"https://open.spotify.com/artist/3Y7RZ31TRPVadSFVy1o8os","3Y7RZ31TRPVadSFVy1o8os",824526
371,"Hayden James","CAA","aussietronica, edm, gauze pop, house, indietronica, tropical house","https://i.scdn.co/image/580e8d2041c89c19e9c2774734181c06db656a08",66,7815964,"https://open.spotify.com/artist/4csQIMQm6vI2A2SCVDuM2z","4csQIMQm6vI2A2SCVDuM2z",105863
372,"Henry Wu","CAA","british jazz, broken beat, deep house, indie jazz","https://i.scdn.co/image/381a6883d9a731e5d26e1ea9b86816b5430bf05f",42,5419488,"https://open.spotify.com/artist/0IvTgqmNuZwVjEkkjzxLha","0IvTgqmNuZwVjEkkjzxLha",10292
373,"Hernan Cattaneo","CAA","microhouse","https://i.scdn.co/image/6ddacf3604d919a85e26cbd87239e9a6b86fc7b4",40,265781,"https://open.spotify.com/artist/4mpJaw5y17CIN08qqe8EfB","4mpJaw5y17CIN08qqe8EfB",67429
374,"Herobust","CAA","bass trap, brostep, edm, electro house, electronic trap, moombahton, zapstep","https://i.scdn.co/image/4c29456c985633ce4d810afeed271b76f48e1757",52,4010436,"https://open.spotify.com/artist/43tAs3kRWvyu1B7eZOv2pp","43tAs3kRWvyu1B7eZOv2pp",56281
375,"Hucci","CAA","bass trap, electronic trap, vapor twitch, wave","https://i.scdn.co/image/f47f152f7f0e4260dc414332a258d8bcc4625d58",42,6826324,"https://open.spotify.com/artist/1wJNeTGqvB8WVYak3HC3pk","1wJNeTGqvB8WVYak3HC3pk",36411
376,"Holy Ghost!","CAA","alternative dance, chillwave, dance-punk, filter house, indie psych-rock, indietronica, neo-synthpop, new rave, nu disco, shimmer pop","https://i.scdn.co/image/c427a337a78206317fe7ab42f44e2fbc194f52bd",47,272953,"https://open.spotify.com/artist/2Vhc7Y0Kc6HzMC6glKM4h6","2Vhc7Y0Kc6HzMC6glKM4h6",68919
377,"Jade Cicada","CAA","glitch hop","https://i.scdn.co/image/6bf38c2a98bbfe910185f4e6fc11c718deb03c7f",38,8632099,"https://open.spotify.com/artist/6HFxqZ6WaTb7TQUhNsK25o","6HFxqZ6WaTb7TQUhNsK25o",7101
378,"Icona Pop","CAA","candy pop, dance pop, electropop, metropopolis, pop, swedish electropop, swedish synthpop","https://i.scdn.co/image/bb035d6b00fe92a6ff3793f9b710e64f2706aa26",67,4030766,"https://open.spotify.com/artist/1VBflYyxBhnDc9uVib98rw","1VBflYyxBhnDc9uVib98rw",605334
379,"IHF","CAA","vapor soul, vapor twitch","https://i.scdn.co/image/05b35fb6a059c683da89af467d75356e9791fdf8",47,2319311,"https://open.spotify.com/artist/34P1IGH1mIqdaVkfRuTebV","34P1IGH1mIqdaVkfRuTebV",7263
380,"Jack Garratt","CAA","indie r&b","https://i.scdn.co/image/528501e25a55c0553d908a4c0abdbfb42f1e185b",59,937546,"https://open.spotify.com/artist/1Zp054Jc86WVKCxKEqZGOA","1Zp054Jc86WVKCxKEqZGOA",294447
381,"Hudson Mohawke","CAA","bass music, scottish hip hop, wonky","https://i.scdn.co/image/ab2775c046ce108d1e2d340588f503529a2cd6c5",49,674970,"https://open.spotify.com/artist/6olWbKW2VLhFCHfOi0iEDb","6olWbKW2VLhFCHfOi0iEDb",86078
382,"Jagwar Ma","CAA","alternative dance, australian alternative rock, indietronica","https://i.scdn.co/image/930b425212c936ae5502285584301e77541d30ae",41,5246973,"https://open.spotify.com/artist/6fEO1r9Y9TYL9O4w5kVPmc","6fEO1r9Y9TYL9O4w5kVPmc",90857
383,"Jadu Heart","CAA","indie r&b, indietronica, vapor soul, vapor twitch","https://i.scdn.co/image/618947ffee0af463995d50e0abf9d1945904e7a9",50,8753129,"https://open.spotify.com/artist/7vjRpVXoecwKTEsrb9iscj","7vjRpVXoecwKTEsrb9iscj",14750
384,"Joe Jonas","CAA","post-teen pop","https://i.scdn.co/image/c5c79f7fd7c5ed11b629ac5a3a2a912a897787a3",65,1999413,"https://open.spotify.com/artist/7gbmX8SsfjEjxDMzBi1ZOL","7gbmX8SsfjEjxDMzBi1ZOL",504547
385,"Janelle Kroll","CAA","indie electro-pop","https://i.scdn.co/image/f1e913c36aec032a29d31653c9106d319a46475f",53,2355050,"https://open.spotify.com/artist/50bLYJ4e3ZR2chodK8oMW9","50bLYJ4e3ZR2chodK8oMW9",6177
386,"Jerome Price","CAA","deep groove house","https://i.scdn.co/image/f5f62ffd219b8a9c4be43a69e2dc38e8ea8acdd5",40,7158449,"https://open.spotify.com/artist/4EREP1nDxGjXE6V4sOuUy8","4EREP1nDxGjXE6V4sOuUy8",2334
387,"Jamie Jones","CAA","deep disco house, deep house, house, minimal tech house, minimal techno, tech house","https://i.scdn.co/image/9a1ae80e31c649fcfd2c9239364e6722a5d263c0",50,160258,"https://open.spotify.com/artist/4admDxmnri5Zco0xYrJ0ji","4admDxmnri5Zco0xYrJ0ji",108368
388,"Kasbo","CAA","catstep, edm, electropop, indie poptimism, swedish electropop, tropical house, vapor soul, vapor twitch","https://i.scdn.co/image/555a5dc9cd8020c9552bd5e1b414e72e98cbe627",65,8898454,"https://open.spotify.com/artist/1ikID9RZZMvkuBGDWrqajq","1ikID9RZZMvkuBGDWrqajq",51604
389,"Justin Caruso","CAA","tropical pop edm","https://i.scdn.co/image/917f144bdf593c2078ac115da44677a682d354f7",53,8690929,"https://open.spotify.com/artist/1NyxTiCivDmzgFWYD1V01m","1NyxTiCivDmzgFWYD1V01m",10412
390,"KDA","CAA","deep groove house, house","https://i.scdn.co/image/c53f3d41bf02264dfa27520b8f9c486886a8ac80",55,204078,"https://open.spotify.com/artist/3EK3opK9Hp93HJjBPupzfg","3EK3opK9Hp93HJjBPupzfg",10660
391,"Mayuko Kamio","CAA","japanese classical performance, violin","https://i.scdn.co/image/a8fb9989f3b90e46154d201581a3d878f9f1caaf",13,937963,"https://open.spotify.com/artist/7y5nYx9fT5eqX2UJvCZqjF","7y5nYx9fT5eqX2UJvCZqjF",760
392,"Kraddy","CAA","glitch hop","https://i.scdn.co/image/9af926f32f071e1b65bc64da3ef2303cece49438",39,526089,"https://open.spotify.com/artist/4oz8w4VbKJIgBUkLRCJgm7","4oz8w4VbKJIgBUkLRCJgm7",32931
393,"Kidnap","CAA","future garage","https://i.scdn.co/image/8f4d72ca0e457e0f1a91bb3a0af466588ffe5b67",47,406747,"https://open.spotify.com/artist/3PvqCbhNlq96JXxPszCMZT","3PvqCbhNlq96JXxPszCMZT",36834
394,"Klingande","CAA","deep house, deep tropical house, edm, tropical house","https://i.scdn.co/image/36a7590dfc4ff978ee3b112a12d06c571ada7bfd",69,6982489,"https://open.spotify.com/artist/1L9i6qZYIGQedgM9QLSyzb","1L9i6qZYIGQedgM9QLSyzb",285160
395,"Kungs","CAA","deep tropical house, edm, pop, tropical house","https://i.scdn.co/image/ef69d40757e66855aad1a8264c8507f94c609aef",70,8495643,"https://open.spotify.com/artist/7keGfmQR4X5w0two1xKZ7d","7keGfmQR4X5w0two1xKZ7d",431535
396,"Kylie Minogue","CAA","australian dance, australian pop, dance pop, electropop, eurodance, europop, new wave pop, pop, pop rock","https://i.scdn.co/image/ecdb66b55178aa18aab936a53ccbb1b047fe5446",70,345678,"https://open.spotify.com/artist/4RVnAU35WRWra6OZ3CbbMA","4RVnAU35WRWra6OZ3CbbMA",670836
397,"KRANE","CAA","bass trap, brostep, electronic trap, tropical pop edm, vapor twitch, wave","https://i.scdn.co/image/ee1f077fe515b6c54f69c7f0555f9b34dd821a3d",51,8978334,"https://open.spotify.com/artist/2aOoD3zsuYforFcDvUpZoH","2aOoD3zsuYforFcDvUpZoH",32189
398,"Lee Burridge","CAA","deep melodic euro house, minimal tech house, tech house","https://i.scdn.co/image/b3418572fa013aa747ffc67963d43d4ca11eb7de",46,63864,"https://open.spotify.com/artist/0334oJHhRSKJRHKpE9i62h","0334oJHhRSKJRHKpE9i62h",19858
399,"Little Dragon","CAA","alternative dance, art pop, chillwave, downtempo, electronic, electropop, indie r&b, indietronica, neo soul, new rave, swedish electropop, swedish synthpop, trip hop","https://i.scdn.co/image/c4478d34ed900a023fb8a29957cba0cb97aee70e",66,2561,"https://open.spotify.com/artist/6Tyzp9KzpiZ04DABQoedps","6Tyzp9KzpiZ04DABQoedps",403415
400,"Lee Foss","CAA","deep disco house, deep house, house, minimal tech house","https://i.scdn.co/image/fe1415ba951e642adf23bcf7cf252ee56d03a860",46,628222,"https://open.spotify.com/artist/44T94QQEc60Jf7kqGY6Rip","44T94QQEc60Jf7kqGY6Rip",34274
401,"Loosid","CAA","catstep","https://i.scdn.co/image/386421ac64e839bed2a1aad29b2155445e816caa",36,8779964,"https://open.spotify.com/artist/08yt0VBNhmjTKfuZvt8ALq","08yt0VBNhmjTKfuZvt8ALq",4226
402,"Kaleida","CAA","electropop, metropopolis, vapor pop","https://i.scdn.co/image/419196297307f88aefad539b55215637b23ec962",48,210174,"https://open.spotify.com/artist/6zyPKJ4ePhYLsBEy4A6BVX","6zyPKJ4ePhYLsBEy4A6BVX",26379
